,adasen,bikolano,cebuano,chavacano,english,ilokano,ilonggo,kinaray-a,masbatenyo,paranan,romblomanon,spanish,tagalog,tausug,waray,yami
aw_,531,686,781,0,133,634,697,1232,591,188,1077,0,461,1279,922,633
e_k,294,73,9,69,178,26,65,43,49,4,59,1,4,0,23,3
cio,0,1,1,344,1,1,1,0,1,1,1,100,1,0,1,23
h_u,0,0,0,0,144,0,0,0,0,1,0,0,4,0,0,0
iom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
obo,0,21,6,3,2,4,6,5,1,1,2,38,2,0,7,10
ceb,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
wiu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
an_,5159,11420,5122,1118,682,3095,3987,4622,11305,5663,3964,1016,3197,8670,14263,5258
mas,280,236,134,468,22,275,160,157,250,337,212,61,241,281,127,163
cob,0,11,12,16,11,9,12,11,11,12,12,52,11,0,9,0
ock,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
eav,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0
_he,144,118,60,631,2330,66,62,66,48,84,1206,355,71,0,65,83
cof,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
rpu,11,4,0,0,0,5,0,0,0,0,0,3,0,0,0,0
mni,0,0,0,0,0,0,2,0,0,0,0,2,0,0,29,0
amk,4,0,2,0,0,8,2,1,0,1,0,0,0,1,17,11
_da,3667,1976,767,653,311,2964,707,742,787,256,859,207,646,2006,705,2421
fus,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0
_pu,289,75,168,682,118,160,188,139,65,226,166,485,460,184,171,0
pza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
vou,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
tup,12,0,4,7,0,16,29,20,23,80,27,1,45,12,6,0
nuh,0,15,8,0,0,0,5,2,24,3,4,0,43,2,12,0
tr_,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0
ibn,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
obb,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
c_a,34,5,1,5,10,1,5,0,0,4,0,139,4,0,2,0
kpa,0,0,8,0,0,24,15,19,2,189,6,0,7,1,5,4
nst,0,0,0,2,102,0,0,0,0,0,0,51,0,0,0,0
eyp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
tua,0,7,44,9,3,2,16,1,10,0,15,4,16,12,0,0
apn,13,0,4,0,0,232,12,15,0,0,1,0,0,0,2,26
_ul,54,5,66,36,0,53,79,83,63,23,119,1,65,51,36,0
zas,0,0,0,0,1,0,0,0,0,0,0,28,0,0,0,13
mye,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qu_,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0
b_l,0,0,0,0,0,0,1,0,0,9,2,3,0,22,1,0
rik,12,1,1,0,0,20,1,5,0,15,3,0,2,2,28,0
enz,0,0,0,4,0,0,0,0,0,0,0,79,0,0,0,0
obd,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
usq,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
iza,0,0,0,11,0,0,0,0,0,0,14,46,9,0,1,43
ntr,51,0,0,560,39,11,3,23,145,99,154,526,0,0,33,0
rph,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
amr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,23
amo,2,847,795,439,56,57,1112,1223,1097,71,813,55,25,0,1118,550
od_,6,515,1351,0,439,117,1162,270,1781,0,740,31,230,0,1018,206
_ol,0,44,10,108,32,11,12,11,0,13,10,18,10,0,26,2
vik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
adt,116,0,741,0,0,27,380,1,470,4,557,0,0,524,780,0
rur,12,7,0,0,0,5,0,7,29,3,0,0,4,1,10,0
ilm,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0
be_,322,11,6,268,564,2,8,6,58,1,2,54,3,0,18,0
o_b,261,81,139,144,150,84,194,134,96,16,170,71,82,0,178,53
vit,0,1,1,38,2,1,1,1,1,1,1,22,1,0,1,18
pru,38,0,0,1,0,1,0,0,0,5,0,15,0,0,0,0
juj,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
egu,0,0,0,182,1,0,0,0,0,6,2,164,0,0,0,0
_ii,10,24,1,0,0,0,0,0,21,1,3,0,55,30,32,0
l_l,7,2,3,176,37,2,2,4,0,160,3,225,2,32,5,0
lsy,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
luv,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0
wla,2,0,1,0,0,13,3,0,0,0,0,0,0,7,0,0
iki,2,57,22,0,0,2,4,9,65,11,86,0,119,199,103,0
scl,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
ond,0,30,39,245,49,16,9,5,9,2,0,237,0,0,23,4
lul,4,43,9,0,0,5,88,42,107,6,88,0,39,28,31,0
twe,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0
fac,0,0,2,7,28,0,0,0,0,0,0,2,0,0,0,0
igr,4,0,2,2,0,5,0,0,2,0,1,1,0,4,29,0
okz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
bua,6,1,14,0,0,10,27,13,14,0,62,0,0,8,2,0
siy,267,898,1101,0,0,1,2,3,987,984,1101,0,1174,1760,113,0
ruz,0,0,0,24,0,0,0,0,0,0,0,14,0,0,0,0
php,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
rbo,0,0,0,0,0,19,1,2,0,0,2,21,0,0,0,0
iru,168,0,0,0,1,9,0,12,6,0,29,0,0,91,6,0
nwi,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
m_m,206,42,22,3,47,50,11,14,30,89,16,19,13,79,19,949
orc,0,0,0,3,10,0,0,0,0,0,0,18,0,0,0,0
gaa,38,4,12,0,0,38,208,102,98,23,116,0,30,14,1,0
hoh,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tih,0,0,120,0,0,0,2,1,6,0,4,0,6,42,0,0
oj_,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
pty,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ugb,1,3,1,0,0,1,53,49,1,0,43,0,9,2,2,0
las,148,103,29,147,32,113,42,46,55,53,51,470,23,88,58,91
coh,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ayc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ass,0,0,0,23,164,52,0,0,0,1,0,0,0,14,0,0
me_,71,5,5,252,972,5,16,18,36,5,5,219,5,0,5,0
gom,0,85,41,1,1,1,6,2,4,1,1,1,1,0,8,102
esy,0,1,0,0,6,4,0,0,0,0,1,0,3,0,0,0
_fi,0,2,2,29,273,18,2,2,2,2,2,77,2,0,2,0
nas,394,398,127,59,12,273,126,158,318,135,151,64,528,238,256,104
doi,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0
she,0,2,3,1,200,0,0,0,1,2,5,0,0,0,0,0
hoe,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
kbi,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0
soz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
iwk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hig,0,30,147,15,39,0,104,80,53,31,75,16,88,25,97,0
lyi,0,0,0,0,5,0,5,0,1,0,0,0,0,0,0,0
bje,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
cie,0,0,0,132,1,0,0,0,0,0,0,512,0,0,0,0
odp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
asl,2,2,5,0,4,15,5,6,12,0,3,1,3,16,10,18
b_m,18,0,14,0,5,1,10,1,0,3,6,2,5,86,2,11
ize,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,1
oci,0,0,0,15,0,0,0,0,0,0,0,44,0,0,0,15
efo,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0
ii_,0,0,24,0,0,30,15,43,10,0,6,0,0,4,12,9
liv,0,0,0,14,90,10,12,0,0,0,0,11,0,0,0,47
m_w,8,0,2,0,172,2,0,1,0,0,5,0,1,7,2,11
ibo,104,360,102,5,0,6,73,85,76,10,69,0,67,0,54,10
img,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
oza,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73
bal,573,127,547,13,0,504,987,777,276,104,281,3,391,338,438,18
eca,0,3,3,108,87,3,3,3,3,3,3,105,3,0,3,0
ggo,1,52,29,0,0,57,18,0,0,0,0,0,40,0,29,0
r_b,0,2,2,19,110,0,3,6,4,9,16,80,0,0,3,0
yio,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
jue,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,0
fur,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0
ovw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
_th,0,0,0,0,9322,0,0,0,0,0,0,0,0,0,0,0
ubg,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ghb,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
puo,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
amn,10,1,0,0,0,15,24,7,1,0,1,0,4,0,30,126
_dw,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
aga,1265,1245,298,2997,163,1236,2167,1951,1675,728,1582,53,1102,1338,361,95
z_a,0,3,4,20,2,0,3,0,1,4,0,59,2,0,0,6
emk,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2
rra,5,11,0,132,6,22,11,0,0,11,0,151,1,0,0,0
dug,25,22,65,2,0,0,65,145,42,58,52,2,21,235,30,0
cto,0,0,0,49,6,0,0,0,0,0,0,17,0,0,0,0
f_i,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
ysy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
vel,0,0,0,0,24,0,0,0,0,0,0,32,0,0,0,5
ecy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
env,0,0,0,16,2,0,0,0,0,0,0,86,0,0,0,0
a_b,1151,596,1081,517,28,436,1222,1244,855,683,952,135,766,1464,1034,34
dos,0,73,5,150,3,1,45,1,84,0,56,643,0,0,44,0
luw,5,140,54,0,0,0,55,67,117,74,154,0,48,20,0,0
r_m,19,7,6,94,125,13,12,5,21,8,41,106,1,41,2,0
yoh,0,9,13,0,0,0,1,8,0,0,0,0,0,0,6,0
ccu,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
leg,57,1,1,324,5,12,2,2,2,2,1,120,1,0,1,0
ilu,30,2,62,51,1,16,11,4,8,30,2,4,15,65,3,0
iim,9,0,1,0,0,5,0,0,2,2,0,0,1,0,3,0
kto,0,16,15,0,0,66,10,25,12,13,13,0,10,0,10,45
wir,49,0,1,0,0,0,1,0,0,12,19,0,13,3,1,0
dom,0,30,43,8,138,9,68,7,35,5,11,16,5,0,37,22
ebb,187,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
npo,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otm,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
owi,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,3
asw,1,0,1,0,0,2,2,8,1,0,2,0,0,0,0,3
etn,8,0,3,0,0,10,0,0,0,85,0,0,0,0,0,2
ugj,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
oac,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
rm_,0,0,0,0,11,0,0,0,0,0,0,13,0,0,0,0
awf,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
ili,474,462,694,28,20,348,1022,93,663,217,134,22,418,261,195,254
obr,0,7,25,43,0,4,31,66,37,0,85,213,0,0,4,0
rsu,138,0,0,0,4,79,0,0,0,0,0,2,0,0,0,0
pit,81,100,219,28,12,50,175,168,110,71,219,7,233,251,169,145
azc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mma,146,1,2,0,56,334,0,0,1,446,1,1,1,18,2,1
olw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
_of,0,0,0,60,1801,9,0,0,0,0,0,36,0,0,0,0
p_g,0,0,2,0,0,0,6,7,1,447,2,1,0,1,1,0
kaj,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,149
iw_,10,3,2,0,0,41,0,0,0,5,2,0,5,0,12,20
asn,32,16,16,24,0,36,9,10,6,15,15,6,17,0,10,32
usy,0,0,0,0,0,0,0,1,1,1,6,0,0,0,0,0
zia,0,2,2,2,2,1,2,2,2,2,2,0,2,0,0,0
cry,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
eel,0,9,6,11,15,7,10,8,8,9,5,9,8,0,7,0
eit,0,0,0,9,60,0,0,0,0,0,0,9,0,0,0,0
_rr,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0
hui,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
vim,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0
inn,208,0,0,0,55,135,1,0,4,1,0,0,0,5,35,4
_as,110,1170,90,62,415,132,64,64,95,42,94,319,94,192,90,414
ama,650,538,731,218,28,743,774,856,934,624,563,214,1226,853,561,1443
iog,0,3,3,0,0,0,3,0,3,0,4,0,0,0,4,3
atb,3,0,3,0,0,2,6,2,0,0,0,0,0,0,3,3
idt,0,152,291,0,0,6,150,0,364,0,302,0,0,101,222,0
ack,97,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
d_a,146,188,219,26,1222,112,166,204,205,1018,281,342,244,75,227,84
giw,14,0,8,0,0,16,0,1,0,3,0,0,0,0,12,22
jai,0,12,7,17,1,9,7,10,9,9,8,2,2,0,8,0
oik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cab,0,0,0,112,0,0,0,0,0,0,0,71,0,0,0,0
syn,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
apg,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
yss,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
bii,2,0,23,0,0,43,0,33,0,0,0,0,0,1,0,0
rd_,0,0,0,0,466,0,0,0,0,0,0,33,0,0,0,0
the,0,0,0,0,7335,0,0,0,0,0,0,0,0,0,0,0
gsy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ubt,1,0,0,0,8,0,78,0,0,0,0,0,0,1,46,0
_ph,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0
bog,1,13,39,0,0,2,67,40,7,0,17,0,13,0,53,0
_di,3104,775,1503,3284,335,1174,762,701,1664,3669,1243,1775,443,1141,1047,12
tme,4,0,0,0,10,2,0,0,0,1,0,0,0,0,0,0
ius,0,0,7,0,6,0,2,1,5,0,12,0,28,0,0,0
yye,24,0,0,0,0,30,0,0,0,0,0,0,0,0,0,11
ju_,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
keb,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18
mga,2,2202,2320,0,0,1,2975,2756,2311,0,2295,0,2337,0,2599,1
kle,0,21,0,0,1,5,0,0,0,0,0,0,0,0,0,2
fab,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ugk,0,9,4,0,0,0,6,2,0,0,3,0,0,0,1,0
elt,4,0,0,6,4,4,0,0,0,0,0,9,0,0,0,0
mvi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
si_,142,910,1023,1961,0,41,1100,1074,750,40,1004,201,457,224,178,1660
ikm,0,0,0,0,0,6,0,1,2,0,0,0,1,0,5,0
b_y,2,0,0,7,0,0,0,0,0,0,0,10,0,319,0,1
mea,0,1,1,1,48,1,1,1,1,22,1,2,1,0,1,0
q_u,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
igy,0,0,17,0,0,0,19,19,21,0,22,0,58,0,29,2
nua,0,38,1,455,2,0,2,1,1,0,0,5,0,0,1,0
ikn,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,7
gj_,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kdo,0,161,5,0,0,0,1,2,154,0,0,0,0,0,0,4
mpu,177,0,1,44,0,26,3,37,0,3,1,30,35,92,0,0
idr,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
auy,8,0,3,0,0,6,8,5,10,0,9,0,0,0,2,0
gem,693,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0
k_m,0,44,43,14,6,64,19,22,26,125,12,0,26,238,20,27
azs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
wic,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
de_,280,69,0,3032,216,0,1,7,9,78,9,2730,0,0,0,0
yac,57,0,0,0,0,0,0,0,0,0,0,5,0,1,0,10
nsw,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0
k_w,0,0,3,0,15,10,3,3,3,1,3,0,4,13,2,0
luk,22,11,12,1,0,24,36,80,33,12,53,0,12,13,10,0
uwi,4,0,0,0,0,0,0,39,35,221,2,0,133,80,0,0
lja,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
yhe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
gog,0,215,152,0,38,36,57,36,35,35,37,39,38,0,64,6
okt,0,12,4,0,0,6,1,6,0,21,4,0,0,0,2,27
kta,0,0,12,0,0,15,11,0,3,14,7,0,5,2,29,57
gly,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
_ru,262,10,2,3,35,113,3,1147,28,129,2,13,3,15,12,0
dim,30,0,0,11,1,103,2,2,0,102,0,15,0,87,1,6
sse,5,3,3,4,140,2,4,4,2,30,3,0,3,0,0,0
buu,0,0,0,3,0,0,0,84,0,55,0,0,0,529,0,0
gow,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,9
con,0,3,1,4757,111,3,3,3,3,3,3,868,3,0,1,0
apk,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2
iwl,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
cka,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_lb,24,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
ecp,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nti,39,31,76,187,66,53,67,70,49,81,106,89,92,37,70,0
ues,0,0,0,794,43,4,0,0,0,0,0,324,0,0,0,0
_ra,30,11,76,54,85,68,5,55,7,9,15,50,13,37,6,1808
geh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
ddo,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
_tr,27,56,42,289,166,38,46,35,26,18,51,217,35,0,33,0
lph,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
dej,0,0,0,68,0,0,0,0,0,0,0,78,0,0,0,0
bod,0,97,13,7,36,20,18,0,34,0,4,12,0,0,25,0
eyn,0,11,0,0,0,2,0,2,2,0,0,0,2,0,0,540
ulc,0,0,0,0,6,0,0,0,0,0,0,33,0,0,0,0
yas,103,8,51,0,0,9,17,13,15,35,80,7,48,261,46,130
ewa,0,0,0,0,34,0,0,1,2,9,0,0,0,0,0,0
nso,0,9,4,27,20,4,7,4,3,4,5,15,40,0,6,5
gs_,0,0,0,0,264,0,0,0,0,41,0,0,0,27,0,0
bsu,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
pou,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
yoj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
soj,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
oms,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,23
l_j,0,0,0,19,9,0,0,0,0,1,0,40,0,3,0,1
yku,0,0,0,0,0,3,0,0,0,0,0,0,0,21,0,0
ok_,0,223,318,0,114,119,231,76,170,76,133,0,270,0,253,54
t_o,25,8,25,9,400,0,21,0,16,12,41,11,10,0,33,47
lep,18,2,0,20,18,21,0,0,14,0,4,13,2,0,0,0
uce,0,10,0,83,9,12,9,9,9,0,9,76,9,0,0,0
a_y,612,21,116,1901,2,19,78,5,21,1,52,548,703,368,78,575
bru,7,0,0,2,3,1,0,0,0,8,0,0,0,0,0,0
awm,0,0,0,0,0,4,0,0,0,0,0,0,0,652,0,0
uzi,0,2,2,2,0,0,2,0,0,0,2,0,2,0,0,0
lpe,1,0,0,2,0,0,0,0,0,1,0,15,0,0,0,0
fes,0,0,0,2,11,0,0,0,0,0,0,5,0,0,0,0
cdo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_uu,1,0,1,0,0,0,0,0,2,0,2,0,22,4,47,0
siv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
dva,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
_wi,290,3,0,0,920,7,0,0,0,0,0,0,2,0,1,0
obl,0,9,1,12,1,1,7,3,8,7,7,12,0,0,0,0
kli,1,1,1,0,1,2,0,0,0,3,0,0,4,0,0,5
hoa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gip,187,14,369,4,0,127,44,35,36,19,47,4,11,2,16,0
u_e,71,1,0,25,6,0,0,0,0,258,0,66,0,0,0,0
dey,34,0,0,0,0,0,0,0,0,209,0,0,0,0,0,70
tod,0,0,110,418,0,0,89,4,13,0,15,480,0,0,14,132
pir,51,160,72,62,78,94,94,125,178,157,88,8,88,17,144,26
abt,5,7,27,0,0,3,8,11,10,0,0,0,0,43,14,3
m_e,61,1,1,15,20,8,0,0,0,30,0,19,0,0,1,1
ero,0,106,81,841,47,103,527,579,624,61,708,1127,55,0,75,0
bnu,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
e_p,213,14,4,918,411,1,9,9,17,14,27,532,5,0,2,0
viv,0,0,0,37,0,0,0,0,0,0,0,25,0,0,0,0
k_l,0,1,13,4,0,6,9,6,10,136,9,0,8,29,6,0
cou,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0
esp,3,98,76,904,9,87,100,17,94,1,91,460,80,0,97,0
h_y,2,0,0,4,40,0,0,0,0,0,0,1,9,0,0,0
uul,0,2,0,0,0,1,0,69,0,0,7,0,0,3,1,0
v_m,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
foo,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
nro,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
jah,0,0,0,0,28,0,0,0,0,0,0,0,0,10,0,0
gaj,0,0,0,38,0,0,0,0,0,0,0,3,0,0,0,2
imh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
onj,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0
oaz,0,4,0,4,3,1,2,4,0,0,3,0,3,0,0,0
ru_,591,0,0,0,0,0,0,4,0,586,0,1,0,128,0,0
bow,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8
pio,0,1,2,30,2,0,1,0,0,0,0,27,0,0,0,2
ry_,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0
wop,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
guh,0,0,15,0,0,0,34,15,29,0,17,0,2,3,18,0
isa,817,218,362,98,27,209,865,554,216,138,465,39,836,572,281,248
yyu,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
_rv,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pon,1,166,101,186,114,26,124,85,298,33,237,218,106,0,83,51
mwa,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97
tey,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337
f_p,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0
waw,2,26,0,0,0,6,0,0,24,4,0,0,24,0,16,217
ued,0,0,0,891,3,0,0,0,0,0,0,109,0,0,0,0
ueb,0,0,0,87,0,2,0,0,1,0,0,69,0,0,0,0
van,0,0,0,65,87,0,0,0,0,0,0,117,0,0,0,98
_ut,23,20,16,0,4,10,100,27,47,89,36,0,55,50,16,0
iid,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
yun,85,22,2,143,0,17,18,121,39,28,23,21,96,154,0,0
btu,1,0,2,0,0,5,0,5,0,0,0,3,0,14,0,0
hse,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
add,16,0,0,0,20,564,0,0,0,2,0,0,0,61,0,2
iry,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0
guj,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0
ayl,2,0,73,0,0,5,24,29,0,0,11,0,5,52,51,0
_br,0,1,1,12,297,0,0,0,1,0,1,18,0,0,2,0
_lu,401,187,166,274,2,141,266,201,301,358,265,93,487,374,159,0
sin,892,2464,199,227,98,606,1416,341,1759,183,1079,227,1451,4719,332,249
c_g,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ido,0,18,9,212,22,13,23,17,14,10,26,345,9,0,30,55
tah,0,30,39,0,0,0,62,49,73,6,56,0,35,57,22,52
akb,0,2,1,0,0,36,0,0,0,0,0,0,28,9,0,13
iuy,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
pte,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,10
uuw,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0
dr_,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0
xit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ucn,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
din,205,110,84,4,97,234,22,23,52,108,33,20,218,15,152,7
cor,0,5,3,158,40,3,2,2,5,5,2,145,3,0,3,0
rov,0,0,0,9,5,0,0,0,0,0,0,6,0,0,0,0
_gp,0,0,0,0,0,0,0,0,0,81,0,0,0,2,0,0
ulb,6,0,4,0,0,14,10,2,3,3,0,0,0,26,10,0
sah,0,11,37,0,0,13,52,28,6,10,44,0,16,129,40,24
ert,1,2,0,205,78,4,41,21,43,8,22,211,0,0,0,0
isk,19,7,0,2,0,8,3,3,3,1,9,0,0,30,0,1
wro,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
oem,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sty,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
raq,0,0,2,2,0,1,2,2,2,2,1,0,2,0,2,0
hud,137,4,2,0,0,0,0,13,7,574,0,0,2,170,6,0
hma,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
y_m,140,182,267,344,141,86,289,235,244,660,464,102,484,138,220,271
ina,1620,2026,504,303,12,1154,961,1077,1329,1734,1238,127,2391,629,882,714
kor,9,8,18,0,0,8,11,7,8,3,21,0,10,0,26,29
_wr,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0
lme,0,0,0,1,3,5,0,0,0,0,0,5,0,0,0,0
por,0,16,5,577,15,0,10,17,25,3,39,956,0,0,49,0
lca,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0
rui,0,0,0,0,50,0,0,0,0,0,2,17,0,0,0,0
adk,4,0,0,0,0,22,0,0,0,0,0,0,2,0,5,44
w_c,0,1,3,0,13,0,2,0,1,0,0,0,2,0,1,17
car,0,24,21,164,32,24,20,21,21,24,21,156,17,0,22,0
gew,232,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
bra,30,31,50,290,49,31,56,90,42,35,96,216,23,28,29,0
